lat,lon,cell_area_km2,population_density,population_density_norm,population_est_count,users_cell_count,users_cell_mean,users_decay1km,users_decay1km_norm,demand_blended,dist_to_store_km,whitespace_norm,k_used,competitors_decay,transit_weighted_m_100,transit_weighted_m_250,transit_weighted_m_500,transit_weighted_norm,parking_capacity_m_100,parking_capacity_m_200,parking_capacity_m_300,parking_capacity_norm,competitor_count_m_500,competitor_count_m_1000,competitor_count_m_1500,competition_score,store_count_m_500,store_count_m_1000,store_count_m_1500,brand_exclusion_count_m_500,brand_exclusion_within_m_500,default_score,cell_id
50.445416649657055,30.63624987991024,0.5486448361243034,10998.892578125,1.0,6034.485616074207,3,2.2133333333333334,2.061009375649145,0.5803402997009246,0.9031554537771364,0.6749633300979451,0.04230316205081536,10,8.426821841673334,0.0,2.0,8.0,0.05580645161290322,0.0,0.0,0.0,0.0,0.0,12.0,23.0,0.7641125997290381,0.0,1.0,1.0,0.0,0,0.6176766952594973,30.636250_50.445417
50.47874998285705,30.494583213810245,0.5483087205613137,9159.0869140625,0.832656927065117,5022.007227359481,0,,2.01443412083104,0.5626856087697697,0.832656927065117,1.0457441014518742,0.06759952606681938,10,5.456214899937272,1.0,2.0,8.0,0.08913978494623655,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.8893572181243414,0.0,0.0,2.0,0.0,0,0.6154078404500151,30.494583_50.478750
50.487083316157054,30.494583213810245,0.5482129471728924,8768.333984375,0.7971152406307864,4806.914215370449,4,2.4949999999999997,2.257337677453558,0.6547599781961247,0.7564423085065974,1.8033821490081967,0.11928906696014921,10,5.6424684187571295,0.0,10.0,34.0,0.2596774193548387,0.0,65.0,300.0,0.03921236343994737,2.0,3.0,8.0,0.8402579156003813,0.0,0.0,0.0,0.0,0,0.6061332927643476,30.494583_50.487083
50.50374998275706,30.46958321391024,0.5480298852392272,8778.9453125,0.7980804144483498,4811.124392130827,0,,2.2132692652250125,0.6380555242804103,0.7980804144483498,0.7957755461953161,0.05054552528022357,10,6.410297668072291,0.0,1.0,6.0,0.03435483870967742,1042.0,1042.0,1042.0,0.5916528169015915,1.0,6.0,13.0,0.8300341211300115,0.0,1.0,2.0,0.0,0,0.6040279163012034,30.469583_50.503750
50.46208331625706,30.644583213210243,0.5484507539772574,8773.0458984375,0.797543821863047,4811.583637675132,6,2.893333333333333,2.3309625935454408,0.6826680410400262,0.7544654040544142,0.3986473619842613,0.02345161997295989,10,4.833917718091379,0.0,6.0,27.0,0.17709677419354838,80.0,80.0,163.0,0.053729433883420274,0.0,3.0,13.0,0.9093782929399368,1.0,1.0,1.0,0.0,0,0.5983867681467232,30.644583_50.462083
50.50374998275706,30.47791654721024,0.5480270355908068,9128.21484375,0.8298488983613962,5002.508521056312,1,2.07,2.394225787757919,0.7066484174330452,0.818648854640637,1.1014498114828144,0.07140002498041467,10,5.681527823584744,0.0,0.0,5.0,0.016129032258064516,0.0,0.0,0.0,0.0,1.0,3.0,9.0,0.8813663505444327,0.0,0.0,2.0,0.0,0,0.5923935051298387,30.477917_50.503750
50.41208331645706,30.43624988071024,0.5490946067529066,8362.1787109375,0.7601726043114376,4591.627230879753,1,2.42,2.0653111911665065,0.581970934330804,0.7439724524950163,1.874483157567819,0.12413990371703261,10,4.164419029359076,1.0,3.0,7.0,0.10091397849462366,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9607105223543579,0.0,0.0,0.0,0.0,0,0.5905181216031561,30.436250_50.412083
50.528749982657054,30.627916546610244,0.5476899562760249,6650.88330078125,0.6045184294011577,3642.621984201827,21,2.661428571428572,2.5716529544103066,0.7739034824299359,0.7192631427432332,1.122422972797609,0.07283091019392803,10,5.380615690422735,5.0,5.0,16.0,0.2932795698924731,184.0,628.0,661.0,0.21500830544913216,2.0,6.0,13.0,0.7845601886697777,0.0,0.0,2.0,0.0,0,0.5895914838662198,30.627917_50.528750
50.395416649857054,30.61958321331024,0.5492241774032709,8586.697265625,0.7805941225218678,4716.021742323806,18,2.708888888888889,2.61676405238457,0.7910031740024462,0.7872856556165253,0.5105008105952169,0.0310827750141884,10,10.838053644223844,0.0,18.0,41.0,0.40225806451612905,0.0,0.0,601.0,0.06013644633110976,4.0,14.0,31.0,0.5247127301921823,0.0,2.0,2.0,0.0,0,0.5835979478171899,30.619583_50.395417
50.453749982957056,30.644583213210243,0.5485464653312069,9164.453125,0.8331450211317017,5027.128368412283,0,,2.0776479164095725,0.5866472602493525,0.8331450211317017,0.7669798935280138,0.04858095384548976,10,5.581086644612921,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.003001819284414797,2.0,4.0,10.0,0.820236840784786,0.0,1.0,2.0,0.0,0,0.5831990173793032,30.644583_50.453750
50.42041664975706,30.60291654671024,0.5489426637430317,8753.904296875,0.7958027605711218,4805.391542878134,9,2.453333333333334,2.4691392377311563,0.7350449084673769,0.7670227253640848,1.2112164274835817,0.07888880673417462,10,5.645950572529714,0.0,3.0,8.0,0.07080645161290322,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.9050127954237543,0.0,0.0,3.0,0.0,0,0.5826196524260826,30.602917_50.420417
50.52041664935705,30.47791654721024,0.5478353990928546,8633.98828125,0.7848955680666241,4730.004415821623,0,,2.3992153173531174,0.7085397351131975,0.7848955680666241,0.5616014862998263,0.034569097374885095,10,4.974471516025721,0.0,0.0,2.0,0.0064516129032258064,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.9250338702393497,0.0,1.0,3.0,0.0,0,0.5804733355305715,30.477917_50.520417
50.51208331605706,30.59458321341024,0.5478923363310457,8414.9833984375,0.7649755565167832,4610.504914356885,24,2.3091666666666666,2.4062527559141285,0.7112073276626502,0.7270215126197481,0.9600011975495837,0.06174975208587259,10,6.710163026087811,2.0,9.0,16.0,0.25327956989247313,0.0,0.0,231.0,0.023114008489993936,1.0,7.0,15.0,0.8100130463144162,0.0,1.0,2.0,0.0,0,0.5804124675800453,30.594583_50.512083
50.47041664955706,30.352916547710244,0.5484539899509897,8646.2431640625,0.7860102345710049,4742.066561416548,5,2.45,2.3557959199372616,0.6920812950083043,0.7547005880501048,0.915319619386437,0.05870136998693796,10,3.9673417010756094,0.0,1.0,6.0,0.03435483870967742,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.9181092879723016,0.0,1.0,2.0,0.0,0,0.570778187860795,30.352917_50.470417
50.52041664935705,30.627916546610244,0.5477857661930747,7575.87646484375,0.6886529668371295,4149.957293878516,14,2.4349999999999996,2.5252080521675704,0.7562982025957081,0.7281126876963004,0.561601444025446,0.03456909449073307,10,5.956970010601487,3.0,7.0,16.0,0.2566129032258065,0.0,0.0,0.0,0.0,1.0,10.0,17.0,0.7674118119323599,0.0,1.0,2.0,0.0,0,0.5705897416043202,30.627917_50.520417
